,Unnamed: 0_x,id,firstname,lastname,age,nationality,height,weight,injured,teamID,teamname,appearences,lineups,minutes,position,rating,captain,subIn,subOut,bench,totalShots,shotsOn,totalGoals,goalsConceded,goalAssists,goalSaves,totalPasses,keyPasses,passAccuracy,totalTackles,blocks,interceptions,duelsTotal,duelsWon,dribbleAttempts,dribblesSuccess,dribblesPast,foulsDrawn,foulsCommitted,cardsYel,cardsYelRed,cardsRed,penaltyWon,penaltyCommited,penaltyScored,penaltyMissed,penaltySaved,season,Unnamed: 0_y,name,Unnamed: 0,Standings,Played,Wins,Draw,Lost,GoalsFor,GoalsAgainst,GoalDifference,Points
1322,194,115034,Khalid,Boulahrouz,40.0,Netherlands,183 cm,80 kg,False,49,Chelsea,13.0,10.0,815.0,Defender,,False,3.0,5.0,15.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,1.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1323,195,115931,Luís,Boa Morte Pereira,36.0,Portugal,178 cm,73 kg,False,48,WestHamUnited,14.0,8.0,769.0,Midfielder,,False,6.0,2.0,6.0,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1324,196,118023,Gérémi Sorele,N'Djitap Fotso,43.0,Cameroon,180 cm,78 kg,False,49,Chelsea,19.0,15.0,1159.0,Midfielder,,False,4.0,8.0,7.0,,,1.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1325,197,230996,Kevin,Kilbane,36.0,Ireland Republic,183 cm,79 kg,False,61,WiganAthletic,31.0,26.0,2359.0,Midfielder,,False,5.0,6.0,9.0,,,1.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1326,198,232859,Philip,Ifil,35.0,England,175 cm,73 kg,False,47,TottenhamHotspur,1.0,1.0,90.0,Defender,,False,0.0,0.0,4.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1327,199,234123,Mark,Crossley,52.0,Wales,191 cm,100 kg,False,36,Fulham,0.0,0.0,0.0,Goalkeeper,,False,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1328,200,38976,Paul,Ifill,42.0,Barbados,183 cm,80 kg,False,62,SheffieldUnited,3.0,3.0,169.0,Attacker,,False,0.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1329,201,82194,Darius,Henderson,40.0,England,185 cm,83 kg,False,38,Watford,35.0,24.0,2195.0,Attacker,,False,11.0,11.0,11.0,,,3.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1330,202,104686,Hossam El Sayed,Ghaly,37.0,Egypt,181 cm,78 kg,False,47,TottenhamHotspur,21.0,17.0,1443.0,Midfielder,,False,4.0,7.0,7.0,,,1.0,,,,,,,,,,,,,,,,,4.0,0.0,1.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1331,203,105391,Kevin,Doyle,38.0,Republic of Ireland,183 cm,81 kg,False,53,Reading,32.0,28.0,2471.0,Attacker,,False,4.0,6.0,5.0,,,13.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1332,204,114746,Leon,Osman,35.0,England,174 cm,63 kg,False,45,Everton,34.0,31.0,2810.0,Midfielder,,False,3.0,5.0,3.0,,,3.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1333,205,114755,Tony,Hibbert,35.0,England,173 cm,70 kg,False,45,Everton,13.0,12.0,1015.0,Defender,,False,1.0,1.0,6.0,,,0.0,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1334,206,114768,Andy,Johnson,34.0,England,172 cm,64 kg,False,45,Everton,32.0,32.0,2718.0,Attacker,,False,0.0,7.0,0.0,,,11.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1335,207,114797,Joseph Phillip,Yobo,34.0,Nigeria,188 cm,76 kg,False,45,Everton,38.0,38.0,3420.0,Defender,,False,0.0,0.0,0.0,,,2.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1336,208,114801,Phil,Neville,36.0,England,180 cm,76 kg,False,45,Everton,35.0,35.0,3113.0,Midfielder,,False,0.0,2.0,0.0,,,1.0,,,,,,,,,,,,,,,,,7.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1337,209,114838,Simon,Davies,34.0,Wales,178 cm,76 kg,False,36,Fulham,14.0,14.0,1238.0,Midfielder,,False,0.0,1.0,0.0,,,2.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1338,210,114845,Stephen,Hunt,40.0,Republic of Ireland,172 cm,72 kg,False,53,Reading,35.0,28.0,2431.0,Midfielder,,False,7.0,11.0,9.0,,,4.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1339,211,114857,Fitz,Hall,41.0,England,193 cm,82 kg,False,61,WiganAthletic,24.0,22.0,1825.0,Defender,,False,2.0,5.0,2.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,1.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1340,212,116023,Tomasz,Radziński,48.0,Canada,174 cm,75 kg,False,36,Fulham,35.0,25.0,2238.0,Attacker,,False,10.0,12.0,13.0,,,2.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1341,213,230926,Anthony,Gardner,34.0,England,196 cm,88 kg,False,47,TottenhamHotspur,8.0,6.0,595.0,Defender,,False,2.0,0.0,10.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1342,214,230938,Jamie,Ashdown,41.0,England,190 cm,92 kg,False,1355,Portsmouth,0.0,0.0,0.0,Goalkeeper,,False,0.0,0.0,25.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1343,215,230994,Andy,Griffin,42.0,England,173 cm,68 kg,False,1355,Portsmouth,0.0,0.0,0.0,Defender,,False,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1344,216,231282,Claude,Davis,42.0,Jamaica,191 cm,79 kg,False,62,SheffieldUnited,21.0,18.0,1495.0,Defender,,False,3.0,4.0,6.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,1.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1345,217,231328,Gavin,Mahon,44.0,England,185 cm,83 kg,False,38,Watford,34.0,33.0,2941.0,Midfielder,,False,1.0,4.0,1.0,,,1.0,,,,,,,,,,,,,,,,,7.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1346,218,232497,Moses,Ashikodi,28.0,Antigua and Barbuda,183 cm,,False,38,Watford,1.0,0.0,11.0,Goalkeeper,,False,1.0,0.0,3.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1347,219,280956,Alan,Stubbs,42.0,England,"
    ","
    ",False,45,Everton,23.0,23.0,1999.0,Defender,,False,0.0,2.0,3.0,,,2.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1348,220,18757,Leighton,Baines,37.0,England,170 cm,74 kg,False,61,WiganAthletic,35.0,35.0,3150.0,Defender,,False,0.0,0.0,0.0,,,4.0,,,,,,,,,,,,,,,,,8.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1349,221,20080,Ryan,Taylor,37.0,England,173 cm,65 kg,False,61,WiganAthletic,15.0,12.0,1114.0,Defender,,False,3.0,3.0,5.0,,,1.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1350,222,20140,Gabriel,Zakuani,35.0,Congo DR,185 cm,68 kg,False,36,Fulham,0.0,0.0,0.0,Defender,,False,0.0,0.0,8.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1351,223,77105,Tim,Cahill,40.0,Australia,178 cm,64 kg,False,45,Everton,18.0,17.0,1406.0,Attacker,,False,1.0,4.0,1.0,,,5.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1352,224,90511,Victor Chinedu,Anichebe,29.0,Nigeria,191 cm,85 kg,False,45,Everton,19.0,5.0,618.0,Attacker,,False,14.0,5.0,17.0,,,3.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1353,225,105378,Clint,Dempsey,35.0,USA,185 cm,77 kg,False,36,Fulham,9.0,1.0,244.0,Attacker,,False,8.0,0.0,12.0,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1354,226,114753,Richard,Wright,39.0,England,188 cm,89 kg,False,45,Everton,1.0,1.0,90.0,Goalkeeper,,False,0.0,0.0,29.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1355,227,114787,John Arne,Semundseth Riise,41.0,Norway,185 cm,77 kg,False,40,Liverpool,33.0,29.0,2579.0,Defender,,False,4.0,2.0,4.0,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1356,228,114794,Carlo,Nash,48.0,England,197 cm,89 kg,False,61,WiganAthletic,0.0,0.0,0.0,Goalkeeper,,False,0.0,0.0,7.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1357,229,114820,Louis,Saha,35.0,France,185 cm,86 kg,False,33,ManchesterUnited,24.0,18.0,1631.0,Attacker,,False,6.0,6.0,10.0,,,8.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1358,230,115095,Moritz,Volz,38.0,Germany,179 cm,80 kg,False,36,Fulham,29.0,24.0,2034.0,Defender,,False,5.0,9.0,8.0,,,2.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1359,231,115956,John,Paintsil,35.0,Ghana,178 cm,68 kg,False,48,WestHamUnited,5.0,3.0,343.0,Defender,,False,2.0,0.0,4.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1360,232,115976,Marcus,Hahnemann,42.0,USA,191 cm,99 kg,False,53,Reading,38.0,38.0,3309.0,Goalkeeper,,False,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1361,233,115977,Edwin,van der Sar,51.0,Netherlands,197 cm,84 kg,False,33,ManchesterUnited,32.0,32.0,2880.0,Goalkeeper,,False,0.0,0.0,3.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1362,234,118028,Simon,Elliott,47.0,New Zealand,180 cm,80 kg,False,36,Fulham,0.0,0.0,0.0,Midfielder,,False,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1363,235,118378,Matthew,Spring,42.0,England,183 cm,72 kg,False,38,Watford,6.0,2.0,259.0,Midfielder,,False,4.0,1.0,10.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1364,236,155779,Ian,Pearce,47.0,England,191 cm,90 kg,False,36,Fulham,22.0,22.0,1906.0,Defender,,False,0.0,0.0,1.0,,,1.0,,,,,,,,,,,,,,,,,3.0,0.0,1.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1365,237,230999,Jimmy,Bullard,43.0,England,178 cm,73 kg,False,36,Fulham,4.0,4.0,304.0,Midfielder,,False,0.0,1.0,0.0,,,2.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1366,238,231479,Alan,O'Brien,33.0,Republic of Ireland,178 cm,71 kg,False,34,NewcastleUnited,2.0,1.0,113.0,Midfielder,,False,1.0,0.0,7.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1367,239,240316,Björn Sandro,Runström,37.0,Sweden,186 cm,77 kg,False,36,Fulham,1.0,0.0,5.0,Attacker,,False,1.0,0.0,7.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1368,240,13073,Javier Alejandro,Mascherano,37.0,Argentina,174 cm,73 kg,False,40,Liverpool,7.0,7.0,617.0,Defender,,False,0.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1369,241,82150,Alan,Smith,38.0,England,178 cm,69 kg,False,33,ManchesterUnited,9.0,6.0,480.0,Attacker,,False,3.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1370,242,83261,Dexter,Blackstock,35.0,Antigua and Barbuda,185 cm,76 kg,False,72,QueenParkRangers,39.0,39.0,0.0,Attacker,,False,0.0,0.0,0.0,,,13.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1371,243,90521,Álvaro,Arbeloa Coca,34.0,Spain,183 cm,79 kg,False,40,Liverpool,9.0,8.0,705.0,Defender,,False,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1372,244,90657,Xabier,Alonso Olano,36.0,Spain,183 cm,80 kg,False,40,Liverpool,32.0,29.0,2660.0,Midfielder,,False,3.0,2.0,3.0,,,4.0,,,,,,,,,,,,,,,,,9.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1373,245,93990,Dirk,Kuijt,37.0,Netherlands,184 cm,83 kg,False,40,Liverpool,34.0,27.0,2582.0,Attacker,,False,7.0,13.0,8.0,,,12.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1374,246,104255,Harry,Kewell,39.0,Australia,180 cm,70 kg,False,40,Liverpool,2.0,0.0,46.0,Attacker,,False,2.0,0.0,2.0,,,1.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1375,247,114577,Fábio,Aurélio Rodrigues,35.0,Brazil,173 cm,73 kg,False,40,Liverpool,17.0,10.0,1012.0,Defender,,False,7.0,1.0,7.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1376,248,114744,Adam,Johnson,29.0,England,178 cm,62 kg,False,70,Middlesbrough,9.0,2.0,260.0,Midfielder,,False,7.0,1.0,10.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1377,249,114778,Daniel Munthe,Agger,32.0,Denmark,191 cm,84 kg,False,40,Liverpool,27.0,23.0,2164.0,Defender,,False,4.0,0.0,11.0,,,2.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1378,250,114788,George,McCartney,40.0,Northern Ireland,183 cm,79 kg,False,48,WestHamUnited,22.0,16.0,1453.0,Defender,,False,6.0,3.0,9.0,,,0.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1379,251,114815,Michael,Owen,42.0,England,173 cm,70 kg,False,34,NewcastleUnited,3.0,3.0,247.0,Attacker,,False,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1380,252,114819,Jamie,Carragher,43.0,England,185 cm,83 kg,False,40,Liverpool,35.0,34.0,2980.0,Defender,,False,1.0,3.0,1.0,,,1.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1381,253,114822,Kieron,Dyer,35.0,England,170 cm,64 kg,False,34,NewcastleUnited,22.0,20.0,1710.0,Midfielder,,False,2.0,8.0,1.0,,,5.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1382,254,115080,Sami,Hyypia,40.0,Finland,195 cm,88 kg,False,40,Liverpool,23.0,23.0,2033.0,Defender,,False,0.0,2.0,12.0,,,2.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1383,255,115439,Bernardo,Corradi,37.0,Italy,190 cm,83 kg,False,50,ManchesterCity,25.0,19.0,1587.0,Attacker,,False,6.0,8.0,9.0,,,3.0,,,,,,,,,,,,,,,,,4.0,2.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1384,256,219697,Luis Javier,García Sanz,38.0,Spain,177 cm,65 kg,False,40,Liverpool,17.0,11.0,999.0,Midfielder,,False,6.0,6.0,6.0,,,3.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1385,257,230997,George,Boateng,38.0,Netherlands,182 cm,76 kg,False,70,Middlesbrough,35.0,35.0,3026.0,Midfielder,,False,0.0,6.0,0.0,,,1.0,,,,,,,,,,,,,,,,,5.0,0.0,2.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1386,258,231006,Michael,Johnson,25.0,England,190 cm,79 kg,False,50,ManchesterCity,10.0,10.0,900.0,Midfielder,,False,0.0,0.0,3.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1387,259,231009,Ívar,Ingimarsson,44.0,Iceland,185 cm,84 kg,False,53,Reading,38.0,38.0,3420.0,Defender,,False,0.0,0.0,0.0,,,2.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1388,260,19162,James,Morrison,33.0,Scotland,178 cm,64 kg,False,70,Middlesbrough,28.0,15.0,1524.0,Midfielder,,False,13.0,13.0,14.0,,,2.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1389,261,19504,Darren,Fletcher,35.0,Scotland,183 cm,83 kg,False,33,ManchesterUnited,24.0,16.0,1427.0,Midfielder,,False,8.0,5.0,12.0,,,3.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1390,262,19609,John,O'Shea,38.0,Republic of Ireland,191 cm,75 kg,False,33,ManchesterUnited,32.0,16.0,1722.0,Defender,,False,16.0,0.0,20.0,,,4.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1391,263,19899,Lee,Cattermole,32.0,England,178 cm,76 kg,False,70,Middlesbrough,31.0,22.0,1960.0,Midfielder,,False,9.0,11.0,8.0,,,1.0,,,,,,,,,,,,,,,,,10.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1392,264,32138,Massimo,Maccarone,41.0,Italy,180 cm,78 kg,False,70,Middlesbrough,7.0,1.0,175.0,Attacker,,False,6.0,1.0,10.0,,,1.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1393,265,34401,Dong-Gook,Lee,42.0,Korea Republic,187 cm,83 kg,False,70,Middlesbrough,9.0,3.0,279.0,Attacker,,False,6.0,3.0,8.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1394,266,49849,Emre,Belözoğlu,40.0,Turkey,169 cm,68 kg,False,34,NewcastleUnited,24.0,21.0,1825.0,Midfielder,,False,3.0,10.0,4.0,,,2.0,,,,,,,,,,,,,,,,,6.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1395,267,90490,Michael,Carrick,40.0,England,188 cm,74 kg,False,33,ManchesterUnited,33.0,29.0,2511.0,Midfielder,,False,4.0,10.0,5.0,,,3.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1396,268,104256,Ji-Sung,Park,33.0,Korea Republic,178 cm,72 kg,False,33,ManchesterUnited,14.0,8.0,772.0,Midfielder,,False,6.0,4.0,8.0,,,5.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1397,269,114764,Rio,Ferdinand,43.0,England,189 cm,82 kg,False,33,ManchesterUnited,33.0,33.0,2926.0,Defender,,False,0.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1398,270,114774,Ryan,Giggs,41.0,Wales,180 cm,68 kg,False,33,ManchesterUnited,30.0,25.0,2307.0,Midfielder,,False,5.0,10.0,6.0,,,4.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1399,271,114802,Paul,Scholes,39.0,England,168 cm,70 kg,False,33,ManchesterUnited,30.0,29.0,2596.0,Midfielder,,False,1.0,3.0,3.0,,,6.0,,,,,,,,,,,,,,,,,8.0,0.0,1.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1400,272,114818,Titus Malachi,Bramble,32.0,England,185 cm,87 kg,False,34,NewcastleUnited,17.0,17.0,1495.0,Defender,,False,0.0,1.0,3.0,,,0.0,,,,,,,,,,,,,,,,,6.0,1.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1401,273,114854,Jonathan,Woodgate,36.0,England,183 cm,80 kg,False,70,Middlesbrough,30.0,30.0,2599.0,Defender,,False,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1402,274,115674,Fábio,Rochemback,33.0,Brazil,183 cm,83 kg,False,70,Middlesbrough,20.0,17.0,1538.0,Midfielder,,False,3.0,4.0,9.0,,,2.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1403,275,117104,Albert Marcos,Luque,35.0,Spain,183 cm,80 kg,False,34,NewcastleUnited,7.0,0.0,105.0,Attacker,,False,7.0,0.0,16.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1404,276,117983,Jay,DeMerit,42.0,USA,180 cm,81 kg,False,38,Watford,32.0,29.0,2755.0,Defender,,False,3.0,0.0,5.0,,,2.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1405,277,155214,Julio,Arca,38.0,Argentina,175 cm,69 kg,False,70,Middlesbrough,21.0,18.0,1542.0,Midfielder,,False,3.0,6.0,6.0,,,2.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1406,278,230991,Dave,Kitson,41.0,England,191 cm,79 kg,False,53,Reading,13.0,9.0,804.0,Attacker,,False,4.0,5.0,6.0,,,2.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1407,279,231507,Paul,Gerrard,40.0,England,188 cm,83 kg,False,62,SheffieldUnited,2.0,2.0,180.0,Goalkeeper,,False,0.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1408,280,90510,Shaun,Maloney,34.0,Scotland,170 cm,70 kg,False,66,AstonVilla,8.0,5.0,450.0,Midfielder,,False,3.0,4.0,5.0,,,1.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1409,281,104129,Kolo Habib,Touré,36.0,Côte d'Ivoire,180 cm,74 kg,False,42,Arsenal,35.0,35.0,3150.0,Defender,,False,0.0,0.0,0.0,,,3.0,,,,,,,,,,,,,,,,,7.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1410,282,104323,Young-Pyo,Lee,37.0,Korea Republic,178 cm,67 kg,False,47,TottenhamHotspur,21.0,20.0,1767.0,Defender,,False,1.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1411,283,114758,Carlton,Cole Okirie,38.0,England,191 cm,78 kg,False,48,WestHamUnited,16.0,5.0,512.0,Attacker,,False,11.0,4.0,15.0,,,2.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1412,284,114839,Paul,Scharner,41.0,Austria,191 cm,80 kg,False,61,WiganAthletic,25.0,22.0,2050.0,Midfielder,,False,3.0,0.0,3.0,,,3.0,,,,,,,,,,,,,,,,,9.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
1413,285,114846,Stiliyan Alyoshev,Petrov,34.0,Bulgaria,180 cm,77 kg,False,66,AstonVilla,30.0,30.0,2636.0,Midfielder,,False,0.0,2.0,0.0,,,2.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,,06/07,33,Cristiano Ronaldo,,,,,,,,,,
